dataset	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf	allocation	post_proba
LG11_16760000_16765000	0	0.00252	0.00859	0	0	0.00084	0.00401	0.0011	0.00376	-1.45326	0.41845	0.00367	0.00124	0.21863	0	0	0	1	migration	1
LG11_17935000_17940000	0	0.00374	0.0139	0.00747	5	0.00407	0.01042	0.00491	0.00936	-1.09854	0.72955	0.00779	0.00055	0.03985	0	1	0	0	migration	1
LG11_18395000_18400000	0	0.00187	0.00707	0.00104	1	0.00129	0.0033	0.00128	0.00355	0.06872	-0.45306	0.00472	0.00242	0.36513	0	1	0	0	migration	1
LG11_20145000_20150000	0	0.00623	0.01205	0.00519	5	0.00497	0.00703	0.005	0.00755	-0.0411	-0.44082	0.00767	0.00167	0.13182	0	1	0	0	migration	1
LG12_195000_200000	0	0.00578	0.00743	0.00186	3	0.00354	0.00381	0.00335	0.00407	0.3651	-0.4028	0.00441	0.00073	0.0977	0	1	0	0	migration	1
LG12_435000_440000	0	0.00393	0.00559	0.00476	4	0.0033	0.00403	0.00381	0.00453	-0.85437	-0.71134	0.00514	0.00148	0.18021	0	1	0	0	migration	1
LG12_1070000_1075000	0	0.00392	0.00722	0.00165	1	0.00228	0.00338	0.00244	0.00389	-0.40489	-0.82516	0.00318	0.00034	0.0617	0	1	0	0	migration	1
LG12_1910000_1915000	0	0.0033	0.00418	0.00286	3	0.00223	0.00309	0.0027	0.00308	-1.09783	0.02358	0.00273	6e-05	0.01286	0	1	0	0	migration	1
LG12_3340000_3345000	0.00042	0.00147	0.01552	0.00902	13	0.00488	0.01124	0.00459	0.01075	0.40052	0.29795	0.0105	0.00244	0.14159	1	0	0	0	migration	1
LG12_3740000_3745000	0	0.00228	0.00745	0.00724	22	0.0043	0.00651	0.00417	0.00644	0.20769	0.077	0.0053	-0.00011	-0.01102	0	1	0	0	migration	1
LG12_4065000_4070000	0	0.00229	0.01271	0.00563	2	0.00381	0.00821	0.00347	0.00803	0.62198	0.14403	0.00652	0.00051	0.0442	0	1	0	0	migration	1
LG12_4555000_4560000	0	0.0023	0.0067	0.00607	7	0.00346	0.00543	0.00367	0.00559	-0.35868	-0.18813	0.00485	4e-04	0.04731	0	1	0	0	migration	1
LG12_4685000_4690000	0	0.0042	0.00126	0.01133	17	0.00766	0.00522	0.0068	0.00551	0.82003	-0.34497	0.00633	-0.00011	-0.00957	0	1	0	0	migration	1
LG12_6035000_6040000	0	0.00362	0.00597	0.01321	17	0.00682	0.00838	0.00737	0.0084	-0.4843	-0.01355	0.00879	0.00118	0.07831	0	1	0	0	migration	1
LG12_7225000_7230000	0	0.00273	0.01113	0.00231	2	0.00196	0.00515	0.00221	0.00589	-0.70479	-0.80216	0.0038	0.00025	0.03655	0	1	0	0	migration	1
LG12_7315000_7320000	0	0.00479	0.00604	0.00978	19	0.00692	0.0064	0.00638	0.00693	0.54814	-0.49405	0.00799	0.00133	0.09821	0	1	0	0	migration	1
LG12_7425000_7430000	0	0.00298	0.0034	0.00064	0	0.00133	0.00145	0.00158	0.00177	-0.98191	-1.13964	0.00262	0.00123	0.32625	0	1	0	0	migration	1
LG12_8920000_8925000	0	0.00063	0.00924	0.00126	2	9e-04	0.00436	0.00083	0.0046	0.49119	-0.34072	0.003	0.00037	0.07199	0	1	0	0	migration	1
LG12_9005000_9010000	0	0.00336	0.00525	0.00946	15	0.00523	0.00733	0.00561	0.00644	-0.44476	0.88419	0.00634	6e-05	0.00545	0	1	0	0	migration	1
LG12_10190000_10195000	0	0.00418	0.00209	0.00272	2	0.0028	0.00187	0.00302	0.0021	-0.46253	-0.71066	0.00301	0.00067	0.13599	0	1	0	0	migration	1
LG12_10285000_10290000	0	0.004	0.01241	0.00442	2	0.00317	0.00751	0.00368	0.00737	-0.89281	0.12827	0.00715	0.00181	0.15589	0	1	0	0	migration	1
LG12_12030000_12035000	0	0.00207	0.00124	0.00352	8	0.00262	0.00167	0.00245	0.00209	0.44959	-1.25109	0.00268	0.00053	0.11943	0	1	0	0	migration	1
LG12_12360000_12365000	0.00721	0.00191	0.01167	0.00127	0	0.00139	0.00499	0.00139	0.00567	-0.03379	-0.76553	0.01254	0.00935	0.61528	1	0	0	0	migration	1
LG12_12655000_12660000	0.00084	0.0019	0.00549	0.00084	0	0.00104	0.00277	0.0012	0.00277	-0.81624	-0.00258	0.00373	0.00182	0.34267	1	0	0	0	migration	1
LG12_13745000_13750000	0	0.00256	0.01193	0.00192	2	0.00204	0.00581	0.00196	0.00606	0.27424	-0.27128	0.00437	0.00044	0.05763	0	1	0	0	migration	1
LG12_15010000_15015000	0	0.00249	0.00643	0.00228	1	0.00221	0.00321	0.00209	0.00382	0.3702	-1.0164	0.0035	0.00079	0.1376	0	1	0	0	migration	1
LG12_16185000_16190000	0	0.00169	0.01436	0.0057	7	0.00317	0.00853	0.00324	0.00879	-0.13629	-0.18723	0.00805	0.0022	0.17013	0	1	0	0	migration	1
LG12_16385000_16390000	0	0.00375	0.00542	0.00229	4	0.00278	0.003	0.00265	0.00338	0.31522	-0.70917	0.00358	0.00069	0.11489	0	1	0	0	migration	1
LG12_16925000_16930000	0	0.00168	0.01717	0.00209	0	0.00131	0.0081	0.00165	0.00844	-1.27533	-0.26052	0.00663	0.00193	0.18258	0	1	0	0	migration	1
LG12_17765000_17770000	0	0.00485	0.01034	0.00485	3	0.00409	0.00657	0.00425	0.00665	-0.2369	-0.08161	0.00629	0.00096	0.08974	0	1	0	0	migration	1
LG12_17990000_17995000	0	0.00106	0.01149	0.00404	3	0.00231	0.00661	0.00224	0.0068	0.21289	-0.18219	0.00501	0.00055	0.0631	0	1	0	0	migration	1
LG12_18075000_18080000	0	0.00462	0.00714	0.00231	3	0.00294	0.00379	0.00303	0.00414	-0.19887	-0.5326	0.00411	0.00074	0.107	0	1	0	0	migration	1
LG12_18260000_18265000	0	0.00403	0.0123	0	0	0.00161	0.00528	0.00177	0.00539	-0.54029	-0.13522	0.00562	0.00218	0.25649	0	0	0	1	migration	1
LG12_18690000_18695000	0	0.00106	0.00617	0.00362	2	0.0021	0.00458	0.00205	0.00429	0.15076	0.44057	0.00371	0.00037	0.05714	0	1	0	0	migration	1
LG12_18700000_18705000	0	0.00208	0.00396	0.00271	2	0.00203	0.00282	0.0021	0.00292	-0.2118	-0.21792	0.00282	4e-04	0.08268	0	1	0	0	migration	1
LG12_19570000_19575000	0	0.00081	0.00285	0	0	0.00031	0.00125	0.00036	0.00125	-0.67613	0.00195	0.00132	0.00054	0.27507	0	0	0	1	migration	1
LG12_19880000_19885000	0	0.00334	0.00857	0.00313	3	0.00295	0.00463	0.00284	0.00513	0.25998	-0.62612	0.00416	0.00037	0.05016	0	1	0	0	migration	1
LG12_19895000_19900000	0	0.00124	0.00762	0.01319	9	0.0057	0.00984	0.00632	0.00911	-0.62806	0.51141	0.00805	0.00028	0.01924	0	1	0	0	migration	1
LG12_21315000_21320000	0	0.00517	0.00621	0.00786	17	0.00498	0.00574	0.00571	0.00616	-0.8214	-0.44258	0.00533	-3e-05	-0.00258	0	1	0	0	migration	1
LG12_21785000_21790000	0	0.00126	0.00148	0.00148	1	0.00114	0.00117	0.0012	0.00129	-0.3151	-0.59894	0.00109	-6e-05	-0.03086	0	1	0	0	migration	1
LG12_21850000_21855000	0	0.00229	0.00561	0.00665	11	0.00386	0.0054	0.00391	0.00537	-0.07875	0.03992	0.00492	0.00028	0.03235	0	1	0	0	migration	1
LG12_23280000_23285000	0	0.00517	0.00579	0.00662	4	0.00461	0.00553	0.00517	0.00544	-0.69365	0.1115	0.00559	0.00052	0.05272	0	1	0	0	migration	1
LG12_23415000_23420000	0	0.00372	0.00806	0.0093	11	0.00521	0.00763	0.0057	0.0076	-0.55728	0.02543	0.0065	8e-05	0.00659	0	1	0	0	migration	1
LG12_23815000_23820000	0	0.00271	0.01148	0.01127	6	0.00633	0.01052	0.00612	0.00996	0.21718	0.36078	0.00906	0.00063	0.03924	0	1	0	0	migration	1
LG12_24115000_24120000	0	0.00481	0.01234	0.0115	5	0.00728	0.01065	0.00714	0.01044	0.12068	0.13041	0.01004	0.00107	0.06131	0	1	0	0	migration	1
LG12_24820000_24825000	0	0.00244	0.00793	0.01057	17	0.00594	0.00821	0.0057	0.0081	0.26865	0.08847	0.00715	7e-05	0.00571	0	1	0	0	migration	1
LG12_25465000_25470000	0	0.00738	0.00783	0.00872	4	0.00734	0.00688	0.00705	0.00725	0.25884	-0.3331	0.00743	0.00033	0.02438	0	1	0	0	migration	1
LG13_590000_595000	0	0.00393	0.00559	0.00994	10	0.00599	0.00658	0.00608	0.0068	-0.08986	-0.20536	0.00613	-0.00016	-0.01376	0	1	0	0	migration	1
LG13_735000_740000	0	0.0051	0.02041	0.00796	3	0.00569	0.01181	0.00572	0.01243	-0.03729	-0.32028	0.01063	0.00188	0.10468	0	1	0	0	migration	1
LG13_830000_835000	0	0.00335	0.00461	0.00356	4	0.00313	0.00342	0.00303	0.00358	0.21127	-0.27885	0.00392	0.00065	0.09729	0	1	0	0	migration	1
LG13_1360000_1365000	0	0.004	0.00443	0.00358	4	0.00333	0.00312	0.00332	0.00351	0.01355	-0.70546	0.00354	0.00031	0.05005	0	1	0	0	migration	1
LG13_1440000_1445000	0	0.00103	0.00848	0.00331	2	0.00174	0.0043	0.0019	0.00516	-0.54251	-1.07089	0.00306	4e-05	0.0066	0	1	0	0	migration	1
LG13_1495000_1500000	0	0.00432	0.00617	0.00514	4	0.00418	0.00521	0.00414	0.00496	0.05949	0.33188	0.00487	0.00017	0.01952	0	1	0	0	migration	1
LG13_2275000_2280000	0	0.00478	0.00291	0.00727	5	0.00515	0.00434	0.00528	0.00446	-0.15207	-0.17704	0.00481	7e-05	0.0079	0	1	0	0	migration	1
LG13_2685000_2690000	0	0.0109	0.01008	0.00411	3	0.00577	0.00624	0.00658	0.00622	-0.78671	0.02436	0.00622	0.00021	0.01874	0	1	0	0	migration	1
LG13_2940000_2945000	0	0.0038	0.00696	0.00401	4	0.00305	0.00453	0.00342	0.0048	-0.68296	-0.36798	0.00564	0.00185	0.20999	0	1	0	0	migration	1
LG13_3715000_3720000	0	0.00122	0.00122	0.00081	1	0.00084	0.00084	0.00089	0.00089	-0.33767	-0.33767	0.00093	9e-05	0.05278	0	1	0	0	migration	1
LG13_4090000_4095000	0.00044	0.00267	0.01068	0.00178	2	0.00202	0.00494	0.00195	0.00546	0.21936	-0.60867	0.00426	0.00079	0.10975	1	0	0	0	migration	1
LG13_4835000_4840000	0	0.00457	0.00374	0.01059	8	0.00684	0.0065	0.00664	0.00627	0.19396	0.2374	0.00629	-0.00039	-0.03252	0	1	0	0	migration	1
LG13_5505000_5510000	0	0.00042	0.00936	0.00229	4	0.001	0.00521	0.00118	0.0051	-0.95942	0.14163	0.0043	0.00119	0.17315	0	1	0	0	migration	1
LG13_5935000_5940000	0	0.00894	0.00499	0.00727	5	0.0075	0.00543	0.0071	0.00537	0.35974	0.07307	0.00776	0.0013	0.09855	0	1	0	0	migration	1
LG13_6370000_6375000	0	0.00556	0.00824	0.00103	0	0.00251	0.00387	0.00289	0.00406	-0.82166	-0.29464	0.0038	0.00061	0.09389	0	1	0	0	migration	1
LG13_6395000_6400000	0	0.00227	0.00928	0.00206	2	0.00202	0.00444	0.0019	0.00497	0.41036	-0.68049	0.00369	0.00046	0.07181	0	1	0	0	migration	1
LG13_7345000_7350000	0	0.00125	0.01	0.00625	4	0.00347	0.00726	0.00328	0.00711	0.36341	0.13326	0.00628	0.00092	0.08521	0	1	0	0	migration	1
LG13_7620000_7625000	0	0.00291	0.00603	0.0054	7	0.00355	0.00535	0.00364	0.00501	-0.16446	0.43845	0.00435	-9e-05	-0.01175	0	1	0	0	migration	1
LG13_8645000_8650000	0	0.00408	0.00902	0.00279	3	0.00315	0.00415	0.00301	0.00517	0.29526	-1.26661	0.00533	0.00168	0.20085	0	1	0	0	migration	1
LG13_9235000_9240000	0	0.00295	0.00591	0.00105	1	0.00142	0.00316	0.00176	0.00305	-1.18958	0.24057	0.00381	0.00152	0.26516	0	1	0	0	migration	1
LG13_9795000_9800000	0	0.00437	0.01331	0.00125	1	0.0025	0.00597	0.00246	0.00637	0.09356	-0.40402	0.00887	0.00464	0.37392	0	1	0	0	migration	1
LG13_10320000_10325000	0	0.00228	0.00684	0.00352	3	0.00255	0.00421	0.00254	0.00454	0.03638	-0.45776	0.00343	5e-05	0.00737	0	1	0	0	migration	1
LG13_11095000_11100000	0	0.00574	0.01191	0.00915	3	0.0053	0.00915	0.00652	0.00923	-1.20216	-0.05331	0.00762	4e-04	0.0291	0	1	0	0	migration	1
LG13_11120000_11125000	0	0.00253	0.01475	0.00443	3	0.00301	0.0074	0.00305	0.0084	-0.08169	-0.7649	0.00602	0.00081	0.07846	0	1	0	0	migration	1
LG13_11355000_11360000	0	0.00348	0.01025	0.00143	0	0.00213	0.00406	0.00215	0.00512	-0.0664	-1.3281	0.00756	0.00447	0.44043	0	1	0	0	migration	1
LG13_12520000_12525000	0	0.00417	0.0123	0.00396	4	0.00391	0.0079	0.00356	0.00712	0.6171	0.69947	0.00827	0.00237	0.17971	0	1	0	0	migration	1
LG13_12755000_12760000	0	0.00424	0.00678	0.00572	3	0.00364	0.00517	0.00436	0.00547	-1.05217	-0.35787	0.00601	0.00161	0.16598	0	1	0	0	migration	1
LG13_13755000_13760000	0.00025	0.00278	0.01037	0.00278	2	0.00212	0.00524	0.00244	0.00576	-0.80382	-0.57443	0.00637	0.00268	0.28414	1	0	0	0	migration	1
LG13_14415000_14420000	0.00042	0.00105	0.00502	0.00063	0	0.00056	0.00201	0.00073	0.00247	-1.40833	-1.18817	0.00213	0.00084	0.264	1	0	0	0	migration	1
LG13_16640000_16645000	0	0.00337	0.01033	0.00422	1	0.00298	0.00609	0.00332	0.00637	-0.65925	-0.2881	0.0076	0.00307	0.26969	0	1	0	0	migration	1
LG13_16810000_16815000	0	0.00208	0.0052	0.00375	2	0.00239	0.00397	0.00255	0.00392	-0.41043	0.07958	0.00405	0.00087	0.12988	0	1	0	0	migration	1
LG13_17650000_17655000	0	0.00164	0.0039	0.00123	0	0.00126	0.00199	0.00126	0.00225	0.00195	-0.73773	0.00171	9e-05	0.02905	0	1	0	0	migration	1
LG13_17985000_17990000	0	0.00248	0.00248	0.00186	4	0.00178	0.00174	0.0019	0.0019	-0.40639	-0.54251	0.00187	0.00011	0.03442	0	1	0	0	migration	1
LG13_18125000_18130000	0	0.00148	0.0076	0.00908	6	0.00521	0.00745	0.00462	0.00731	0.81016	0.12452	0.00703	7e-04	0.05684	0	1	0	0	migration	1
LG13_18225000_18230000	0	0.00339	0.01463	0.00233	1	0.00221	0.00635	0.00251	0.00743	-0.76093	-0.93933	0.00817	0.00389	0.33149	0	1	0	0	migration	1
LG13_19245000_19250000	0.00021	0.00273	0.01745	0.00505	1	0.00348	0.00962	0.00341	0.00985	0.12929	-0.15566	0.00917	0.00262	0.17939	1	0	0	0	migration	1
LG13_19650000_19655000	0	0.00332	0.0085	0.00394	3	0.003	0.00471	0.00318	0.00545	-0.35759	-0.86664	0.00389	4e-05	0.00519	0	1	0	0	migration	1
LG13_19755000_19760000	0	0.00352	0.00456	0.00414	6	0.00315	0.00323	0.00336	0.00381	-0.39475	-0.9701	0.00367	0.00048	0.076	0	1	0	0	migration	1
LG13_19780000_19785000	0	0.00149	0.0032	0.00107	0	9e-04	0.00156	0.00112	0.00187	-1.22175	-1.01696	0.00117	-6e-05	-0.02588	0	1	0	0	migration	1
LG13_19805000_19810000	0	0.00246	0.00778	0.00225	2	0.00203	0.00415	0.00206	0.00439	-0.08709	-0.35612	0.00357	0.00048	0.07808	0	1	0	0	migration	1
LG13_20665000_20670000	0	0.01046	0.00878	0.01192	5	0.01034	0.00892	0.0098	0.00907	0.35954	-0.103	0.01018	0.00054	0.02987	0	1	0	0	migration	1
LG13_21070000_21075000	0	0.00165	0.00515	0.01051	12	0.00508	0.00686	0.00533	0.00686	-0.29157	-0.00349	0.00576	-0.00021	-0.01963	0	1	0	0	migration	1
LG13_21130000_21135000	0	0.00335	0.00983	0.00753	5	0.00486	0.00757	0.00476	0.0076	0.13878	-0.02669	0.00684	0.00062	0.05198	0	1	0	0	migration	1
LG13_21175000_21180000	0	0.00391	0.01011	0.01172	6	0.00638	0.00907	0.00685	0.00956	-0.44258	-0.33215	0.00897	0.00124	0.0806	0	1	0	0	migration	1
LG13_22435000_22440000	0	0.00374	0.00228	0.00685	5	0.00468	0.00397	0.00464	0.004	0.05669	-0.04536	0.00419	-0.00014	-0.01776	0	1	0	0	migration	1
LG13_22805000_22810000	0	0.00164	0.00614	0.00818	10	0.00417	0.0065	0.0043	0.00627	-0.18941	0.24008	0.00518	-0.00016	-0.01628	0	1	0	0	migration	1
LG13_23340000_23345000	0	0.00168	0.0063	0.01175	14	0.00621	0.00792	0.00588	0.0079	0.36043	0.01184	0.00711	5e-05	0.00359	0	1	0	0	migration	1
LG13_23980000_23985000	0	0.00616	0.01273	0.00657	3	0.00545	0.00843	0.00558	0.00845	-0.14678	-0.01588	0.00786	0.00092	0.06739	0	1	0	0	migration	1
LG13_24255000_24260000	0	0.00699	0.00801	0.01705	10	0.01136	0.01066	0.01053	0.01098	0.50844	-0.18949	0.01223	0.00122	0.05698	0	1	0	0	migration	1
LG13_24720000_24725000	0	0.00951	0.00648	0.01988	18	0.01209	0.01147	0.01287	0.01155	-0.39468	-0.0441	0.01235	0.00058	0.026	0	1	0	0	migration	1
LG13_26345000_26350000	0	0.00358	0.00834	0.00524	4	0.00402	0.00577	0.00386	0.00595	0.2603	-0.19638	0.00534	0.00044	0.04698	0	1	0	0	migration	1
LG14_680000_685000	0	0.00289	0.01363	0.00392	3	0.00281	0.00672	0.00298	0.00769	-0.37465	-0.81353	0.0056	0.00084	0.08729	0	1	0	0	migration	1
LG14_1335000_1340000	0.00041	0.00508	0.01137	0.01462	8	0.00941	0.01198	0.00862	0.01138	0.58583	0.3398	0.01179	0.00109	0.05286	1	0	0	0	migration	1
LG14_2345000_2350000	0	0.00372	0.01012	0.00764	6	0.00457	0.00742	0.00497	0.00778	-0.52064	-0.2966	0.0077	0.0017	0.13412	0	1	0	0	migration	1
LG14_2925000_2930000	0	0.00704	0.0115	0.00986	7	0.0077	0.00948	0.0074	0.00936	0.25884	0.08847	0.0091	0.00051	0.03144	0	1	0	0	migration	1
LG14_2965000_2970000	0	0.00536	0.00721	0.01236	7	0.00743	0.0077	0.00776	0.00857	-0.27375	-0.65305	0.00754	-3e-05	-0.00182	0	1	0	0	migration	1
LG14_4005000_4010000	0.00021	0.00289	0.0068	0.00495	2	0.00385	0.00482	0.00343	0.00514	0.77515	-0.40215	0.00529	0.00095	0.10727	1	0	0	0	migration	1
LG14_4220000_4225000	0	0.0029	0.00663	0.00166	1	0.00173	0.00384	0.002	0.00363	-0.84721	0.36967	0.003	0.00022	0.04151	0	1	0	0	migration	1
LG14_4805000_4810000	0	0.00126	0.00927	0.00337	5	0.00191	0.00508	0.00203	0.00553	-0.36992	-0.52429	0.00357	7e-05	0.01119	0	1	0	0	migration	1
LG14_6685000_6690000	0	0.00248	0.00041	0.00331	6	0.00236	0.00161	0.00254	0.00163	-0.4448	-0.06565	0.00236	0.00037	0.09226	0	1	0	0	migration	1
LG14_6875000_6880000	0	0.00126	0.00864	0.00991	8	0.00464	0.00811	0.00489	0.00812	-0.33479	-0.01231	0.00747	0.0011	0.08594	0	1	0	0	migration	1
LG14_7285000_7290000	0	0.00291	0.00644	0.00187	1	0.00197	0.00326	0.00209	0.00364	-0.37809	-0.6743	0.00261	0	-0.00048	0	1	0	0	migration	1
LG14_7560000_7565000	0	0.00689	0.00501	0.00376	6	0.00412	0.00359	0.00466	0.00384	-0.74678	-0.4146	0.00511	0.00125	0.15007	0	1	0	0	migration	1
LG14_7575000_7580000	0	0.00334	0.00626	0.00585	6	0.00419	0.00546	0.00402	0.0053	0.26424	0.18505	0.0055	0.00068	0.07093	0	1	0	0	migration	1
LG14_7710000_7715000	0	0.00416	0.00187	0.00499	6	0.00408	0.00305	0.00401	0.00301	0.10944	0.09409	0.00349	-7e-05	-0.01145	0	1	0	0	migration	1
LG14_7790000_7795000	0	0.00185	0.01255	0.00288	0	0.00226	0.00627	0.00207	0.00676	0.57806	-0.46696	0.00598	0.00171	0.17962	0	1	0	0	migration	1
LG14_8095000_8100000	0	0.00084	0.00585	0.00397	3	0.00202	0.00366	0.0021	0.0043	-0.25337	-0.94853	0.00332	0.00048	0.08408	0	1	0	0	migration	1
LG14_9415000_9420000	0	0.00147	0.00966	0.00273	1	0.00169	0.00512	0.00184	0.00543	-0.4939	-0.35787	0.00436	0.00095	0.13247	0	1	0	0	migration	1
LG14_9925000_9930000	0	0.0061	0.00421	0.00568	6	0.0053	0.00446	0.00516	0.00433	0.17653	0.19155	0.00549	0.00061	0.06406	0	1	0	0	migration	1
LG14_11405000_11410000	0	0.00755	0.00587	0.00231	2	0.00417	0.00336	0.00432	0.00358	-0.22302	-0.40328	0.00406	0.00029	0.04084	0	1	0	0	migration	1
LG14_12685000_12690000	0	0.00188	0.01169	0.0048	3	0.00331	0.00752	0.00293	0.00722	0.83863	0.26119	0.00597	0.00056	0.05332	0	1	0	0	migration	1
LG14_13530000_13535000	0	0.00084	0.00883	0.00042	0	0.00046	0.0038	0.00055	0.00405	-0.93169	-0.39919	0.00255	0.00042	0.09622	0	1	0	0	migration	1
LG14_13570000_13575000	0	0.00185	0.00719	0.00349	4	0.00244	0.00419	0.00234	0.00468	0.26578	-0.66827	0.00389	0.00058	0.08679	0	1	0	0	migration	1
LG14_13645000_13650000	0	0.00145	0.00393	0.00166	1	0.00135	0.00233	0.00136	0.00245	-0.03379	-0.29808	0.00243	0.00058	0.14746	0	1	0	0	migration	1
LG14_14080000_14085000	0	0.00274	0.00822	0.00379	4	0.00317	0.00483	0.00286	0.00526	0.69587	-0.52218	0.00446	0.00046	0.05856	0	1	0	0	migration	1
LG14_14315000_14320000	0	0.00414	0.00724	0.00393	3	0.00386	0.0044	0.00354	0.0049	0.59221	-0.64643	0.00443	0.00029	0.0374	0	1	0	0	migration	1
LG14_14380000_14385000	0	0.00313	0.00668	0.00418	2	0.00304	0.00441	0.0032	0.00476	-0.32993	-0.46182	0.00397	0.00024	0.03445	0	1	0	0	migration	1
LG14_14745000_14750000	0	0.00359	0.00886	0.00401	7	0.00311	0.00533	0.00333	0.00564	-0.41704	-0.34852	0.00509	0.00087	0.10082	0	1	0	0	migration	1
LG14_14900000_14905000	0	0.00501	0.00522	0.00271	1	0.00287	0.00376	0.00338	0.00347	-0.97118	0.51987	0.00383	0.00051	0.07817	0	1	0	0	migration	1
LG14_15110000_15115000	0	0.00167	0.01085	0.00396	9	0.00202	0.00602	0.00247	0.00649	-1.15256	-0.4615	0.00681	0.00278	0.2742	0	1	0	0	migration	1
LG14_17805000_17810000	0	0.0023	0.01233	0.00334	2	0.00235	0.0061	0.00247	0.00686	-0.29808	-0.71547	0.00482	0.00059	0.0707	0	1	0	0	migration	1
LG14_18125000_18130000	0	0.00316	0.00484	0.00526	3	0.00348	0.00456	0.00369	0.00443	-0.35868	0.19638	0.00423	0.00021	0.02806	0	1	0	0	migration	1
LG14_18360000_18365000	0	0.00443	0.00295	0.00359	4	0.00356	0.00309	0.00351	0.00286	0.0859	0.50906	0.00339	6e-05	0.0099	0	1	0	0	migration	1
LG14_20250000_20255000	0	0.00402	0.00487	0.01334	20	0.00816	0.00805	0.00761	0.00798	0.47079	0.05754	0.00792	-0.00019	-0.01267	0	1	0	0	migration	1
LG14_21170000_21175000	0	0.00228	0.00705	0.00788	10	0.00405	0.00687	0.00445	0.00654	-0.57499	0.32693	0.00573	0.00028	0.02688	0	1	0	0	migration	1
LG15_190000_195000	0	0.00207	0.00663	0.00684	4	0.0039	0.00535	0.0039	0.0059	-0.0109	-0.60271	0.00438	-0.00025	-0.02995	0	1	0	0	migration	1
LG15_705000_710000	0	0.00061	0.00224	2e-04	0	0.00027	0.00102	0.00036	0.00107	-1.29503	-0.29572	0.00093	0.00028	0.19305	0	1	0	0	migration	1
LG15_885000_890000	0	0.00147	0.00903	0.00378	3	0.00204	0.00639	0.0023	0.00561	-0.69938	0.88647	0.00525	0.00104	0.11824	0	1	0	0	migration	1
LG15_1805000_1810000	0	0.00144	0.00595	0.00513	4	0.00271	0.00488	0.00287	0.00485	-0.36886	0.04079	0.00484	0.00105	0.13096	0	1	0	0	migration	1
LG15_2080000_2085000	0	0.00021	0.00535	0.00555	8	0.00192	0.00407	0.00252	0.00477	-1.51027	-0.94266	0.00288	-0.00012	-0.02168	0	1	0	0	migration	1
LG15_2610000_2615000	0	0.00187	0.00854	0.00375	2	0.00258	0.0049	0.00246	0.00538	0.30718	-0.57333	0.0045	0.00076	0.09962	0	1	0	0	migration	1
LG15_4870000_4875000	0	0.00225	0.00184	0.00225	2	0.00195	0.00171	0.00197	0.00179	-0.06619	-0.3037	0.00182	-1e-05	-0.00272	0	1	0	0	migration	1
LG15_5370000_5375000	0	0.00341	0.01192	0.0049	8	0.00315	0.00742	0.00364	0.00737	-0.85126	0.04997	0.00578	5e-04	0.04875	0	1	0	0	migration	1
LG15_5500000_5505000	0.00295	0.00105	0.01053	0.00274	4	0.00181	0.00554	0.00166	0.00581	0.56549	-0.29316	0.00733	0.00366	0.35163	1	0	0	0	migration	1
LG15_6120000_6125000	0	0.00567	0.00609	0.00378	2	0.00382	0.00413	0.00414	0.00432	-0.48933	-0.28521	0.00412	0.00014	0.01915	0	1	0	0	migration	1
LG15_6330000_6335000	0	0.0046	0.00543	0.00272	2	0.00329	0.00354	0.0032	0.00357	0.16799	-0.05486	0.00416	0.00074	0.10614	0	1	0	0	migration	1
LG15_7075000_7080000	0	0.00144	0.0035	0.00123	2	0.00115	0.00173	0.00117	0.00207	-0.10033	-1.04323	0.00165	0.00021	0.07229	0	1	0	0	migration	1
LG15_7220000_7225000	0	0.00146	0.00416	0.00625	6	0.00393	0.0048	0.00337	0.00456	1.04634	0.342	0.00427	-1e-04	-0.01229	0	1	0	0	migration	1
LG15_8590000_8595000	0	0.00458	0.0052	0.00208	0	0.00309	0.0028	0.00292	0.00319	0.38582	-0.77253	0.00319	0.00024	0.04299	0	1	0	0	migration	1
LG15_8615000_8620000	0	0.00359	0.0057	0.00549	4	0.00415	0.00497	0.00397	0.0049	0.28314	0.08887	0.00464	8e-05	0.01	0	1	0	0	migration	1
LG15_9205000_9210000	0	0.0027	0.00676	0.00248	3	0.00234	0.004	0.00227	0.00405	0.20391	-0.07923	0.00399	0.00082	0.12415	0	1	0	0	migration	1
LG15_9320000_9325000	0	0.00309	0.00485	0.00375	2	0.00285	0.0037	0.00299	0.00376	-0.30044	-0.10464	0.0041	0.00083	0.12079	0	1	0	0	migration	1
LG15_9395000_9400000	0	0.00168	0.00568	0.00905	14	0.00477	0.00696	0.0047	0.00645	0.09495	0.50613	0.00672	0.00086	0.07392	0	1	0	0	migration	1
LG15_10365000_10370000	0	0.00291	0.00768	0.00457	2	0.00345	0.005	0.00327	0.00536	0.3365	-0.44074	0.00449	0.00027	0.03314	0	1	0	0	migration	1
LG15_11120000_11125000	0	0.00083	0.01099	0.00041	0	0.00041	0.00456	0.00054	0.00499	-1.36732	-0.55617	0.00317	0.00068	0.12967	0	1	0	0	migration	1
LG15_11635000_11640000	0	0.00084	0.00819	0.00231	2	0.00136	0.00413	0.00138	0.0046	-0.09634	-0.65282	0.00284	9e-05	0.01777	0	1	0	0	migration	1
