dataset	bialsites_avg	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	minDivAB_avg	maxDivAB_avg	Gmin_avg	Gmax_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf
LG18_1560000_1565000	119.00000	0.00000	0.00349	0.00636	0.01456	11.00000	0.00851	0.00910	0.00790	0.00916	0.50136	-0.03929	0.00858	-0.00023	0.00246	0.01394	0.28685	1.62550	-0.01460	0.00000	1.00000	0.00000	0.00000
LG18_2515000_2520000	115.00000	0.00000	0.00398	0.00772	0.01522	7.00000	0.00871	0.01064	0.00841	0.01005	0.23129	0.38348	0.00970	0.00003	0.00328	0.01592	0.33780	1.64075	0.00146	0.00000	1.00000	0.00000	0.00000
LG18_4075000_4080000	143.00000	0.00000	0.00475	0.01074	0.01405	6.00000	0.00862	0.01089	0.00823	0.01086	0.30451	0.02200	0.00942	-0.00034	0.00269	0.01591	0.28502	1.68819	-0.01909	0.00000	1.00000	0.00000	0.00000
LG18_4550000_4555000	92.00000	0.00000	0.00589	0.00526	0.00821	3.00000	0.00621	0.00550	0.00617	0.00590	0.04173	-0.43502	0.00579	-0.00007	0.00105	0.00968	0.18182	1.67273	-0.00658	0.00000	1.00000	0.00000	0.00000
LG18_4580000_4585000	38.00000	0.00000	0.00587	0.00105	0.00105	1.00000	0.00289	0.00095	0.00303	0.00092	-0.28676	0.21088	0.00209	0.00016	0.00000	0.00482	0.00000	2.31285	0.04423	0.00000	1.00000	0.00000	0.00000
LG18_5120000_5125000	140.00000	0.00000	0.00288	0.01007	0.01582	12.00000	0.00827	0.01205	0.00819	0.01134	0.06686	0.40883	0.01120	0.00103	0.00699	0.01685	0.62385	1.50459	0.05258	0.00000	1.00000	0.00000	0.00000
LG18_5865000_5870000	81.00000	0.00000	0.00584	0.00375	0.00729	12.00000	0.00592	0.00502	0.00575	0.00484	0.18848	0.23624	0.00600	0.00053	0.00229	0.01105	0.38224	1.84170	0.05025	0.00000	1.00000	0.00000	0.00000
LG18_8860000_8865000	73.00000	0.00000	0.00462	0.00945	0.00126	1.00000	0.00246	0.00447	0.00258	0.00469	-0.27295	-0.30678	0.00394	0.00048	0.00000	0.00840	0.00000	2.13018	0.07003	0.00000	1.00000	0.00000	0.00000
LG18_9395000_9400000	85.00000	0.00000	0.00127	0.01016	0.00656	5.00000	0.00370	0.00722	0.00343	0.00732	0.49611	-0.08670	0.00635	0.00089	0.00169	0.01164	0.26667	1.83333	0.08155	0.00000	1.00000	0.00000	0.00000
LG18_11410000_11415000	60.00000	0.00000	0.00209	0.00668	0.00376	4.00000	0.00226	0.00448	0.00256	0.00457	-0.75413	-0.12615	0.00443	0.00106	0.00021	0.00731	0.04712	1.64921	0.14679	0.00000	1.00000	0.00000	0.00000
LG18_11715000_11720000	103.00000	0.00063	0.00546	0.00777	0.00777	8.00000	0.00599	0.00639	0.00580	0.00681	0.21956	-0.39937	0.00783	0.00164	0.00252	0.01324	0.32191	1.69001	0.12633	1.00000	0.00000	0.00000	0.00000
LG18_12005000_12010000	77.00000	0.00000	0.00755	0.00378	0.00482	7.00000	0.00547	0.00351	0.00542	0.00377	0.05650	-0.43471	0.00537	0.00088	0.00168	0.00923	0.31236	1.71800	0.09693	0.00000	1.00000	0.00000	0.00000
LG18_12905000_12910000	66.00000	0.00000	0.00355	0.00855	0.00167	1.00000	0.00214	0.00409	0.00228	0.00448	-0.39252	-0.55510	0.00390	0.00079	0.00021	0.00918	0.05341	2.35015	0.12157	0.00000	1.00000	0.00000	0.00000
LG18_13540000_13545000	43.00000	0.00000	0.00189	0.00630	0.00084	1.00000	0.00101	0.00301	0.00120	0.00313	-0.95942	-0.23782	0.00234	0.00034	0.00000	0.00525	0.00000	2.23881	0.08360	0.00000	1.00000	0.00000	0.00000
LG18_13730000_13735000	77.00000	0.00124	0.00248	0.01014	0.00207	2.00000	0.00172	0.00476	0.00199	0.00535	-0.84721	-0.70593	0.00596	0.00271	0.00248	0.01262	0.41699	2.11969	0.31341	1.00000	0.00000	0.00000	0.00000
LG18_13755000_13760000	91.00000	0.00000	0.00085	0.01807	0.00043	0.00000	0.00061	0.00765	0.00056	0.00810	0.52043	-0.35613	0.00693	0.00280	0.00043	0.01616	0.06133	2.33049	0.27001	0.00000	1.00000	0.00000	0.00000
LG18_14285000_14290000	50.00000	0.00000	0.00240	0.00656	0.00197	1.00000	0.00173	0.00408	0.00191	0.00373	-0.58900	0.59221	0.00336	0.00046	0.00000	0.00787	0.00000	2.33935	0.07891	0.00000	1.00000	0.00000	0.00000
LG18_15135000_15140000	51.00000	0.00168	0.00252	0.00546	0.00105	1.00000	0.00153	0.00263	0.00156	0.00285	-0.14879	-0.48724	0.00448	0.00240	0.00315	0.00693	0.70312	1.54688	0.38648	1.00000	0.00000	0.00000	0.00000
LG18_15285000_15290000	115.00000	0.00000	0.00460	0.01149	0.00794	6.00000	0.00582	0.00859	0.00549	0.00851	0.38864	0.06397	0.00991	0.00270	0.00021	0.01525	0.02108	1.53864	0.16989	0.00000	1.00000	0.00000	0.00000
LG18_15515000_15520000	100.00000	0.00000	0.00395	0.01290	0.00395	3.00000	0.00301	0.00731	0.00346	0.00738	-0.83309	-0.06202	0.00942	0.00426	0.00083	0.01353	0.08834	1.43558	0.31053	0.00000	1.00000	0.00000	0.00000
LG18_15560000_15565000	69.00000	0.00000	0.00248	0.00806	0.00372	6.00000	0.00244	0.00583	0.00272	0.00516	-0.64544	0.83246	0.00500	0.00086	0.00000	0.01096	0.00000	2.19310	0.10204	0.00000	1.00000	0.00000	0.00000
LG18_15585000_15590000	83.00000	0.00000	0.00478	0.00936	0.00312	1.00000	0.00359	0.00541	0.00346	0.00546	0.23907	-0.06783	0.00535	0.00085	0.00083	0.01144	0.15551	2.13823	0.09346	0.00000	1.00000	0.00000	0.00000
LG18_15945000_15950000	46.00000	0.00000	0.00226	0.00554	0.00164	2.00000	0.00190	0.00293	0.00171	0.00315	0.70835	-0.44058	0.00286	0.00045	0.00103	0.00390	0.35857	1.36255	0.09170	0.00000	1.00000	0.00000	0.00000
LG18_16785000_16790000	64.00000	0.00000	0.00375	0.00396	0.00562	5.00000	0.00376	0.00422	0.00410	0.00419	-0.53260	0.03832	0.00446	0.00047	0.00042	0.00833	0.09326	1.86528	0.06088	0.00000	1.00000	0.00000	0.00000
LG18_17100000_17105000	61.00000	0.00000	0.00419	0.00629	0.00230	2.00000	0.00263	0.00397	0.00284	0.00376	-0.48724	0.34735	0.00368	0.00038	0.00063	0.00733	0.17089	1.99367	0.05942	0.00000	1.00000	0.00000	0.00000
LG18_18545000_18550000	81.00000	0.00000	0.00146	0.00938	0.00604	3.00000	0.00367	0.00656	0.00329	0.00675	0.74019	-0.18730	0.00505	-0.00006	0.00000	0.01084	0.00000	2.14679	-0.00697	0.00000	1.00000	0.00000	0.00000
LG18_18705000_18710000	79.00000	0.00000	0.00229	0.01314	0.00104	1.00000	0.00132	0.00652	0.00146	0.00621	-0.59482	0.32110	0.00520	0.00128	0.00042	0.01106	0.08018	2.12472	0.15130	0.00000	1.00000	0.00000	0.00000
LG18_18970000_18975000	58.00000	0.00271	0.00063	0.00876	0.00000	0.00000	0.00036	0.00353	0.00027	0.00384	1.64797	-0.50718	0.00536	0.00341	0.00292	0.00939	0.54545	1.75325	0.48837	0.00000	0.00000	1.00000	0.00000
LG18_19185000_19190000	107.00000	0.00000	0.00611	0.00526	0.01116	19.00000	0.00835	0.00698	0.00756	0.00719	0.67436	-0.19388	0.00806	0.00040	0.00211	0.01221	0.26125	1.51524	0.02737	0.00000	1.00000	0.00000	0.00000
LG18_19450000_19455000	107.00000	0.00000	0.00686	0.00811	0.00727	4.00000	0.00630	0.00614	0.00619	0.00674	0.11937	-0.57168	0.00681	0.00059	0.00395	0.01185	0.57966	1.73898	0.04928	0.00000	1.00000	0.00000	0.00000
LG18_19515000_19520000	43.00000	0.00000	0.00146	0.00293	0.00460	5.00000	0.00250	0.00344	0.00266	0.00330	-0.38238	0.28268	0.00325	0.00028	0.00021	0.00669	0.06429	2.05714	0.04949	0.00000	1.00000	0.00000	0.00000
LG19_160000_165000	97.00000	0.00000	0.00747	0.00623	0.00643	3.00000	0.00596	0.00498	0.00609	0.00554	-0.13373	-0.65326	0.00589	0.00042	0.00145	0.00851	0.24658	1.44423	0.04015	0.00000	1.00000	0.00000	0.00000
LG19_1170000_1175000	132.00000	0.00000	0.00597	0.01017	0.01304	9.00000	0.00904	0.01042	0.00833	0.01017	0.54876	0.16141	0.01034	0.00061	0.00310	0.01636	0.29929	1.58195	0.03329	0.00000	1.00000	0.00000	0.00000
LG19_1830000_1835000	180.00000	0.00000	0.00384	0.01517	0.01739	10.00000	0.01003	0.01505	0.00930	0.01426	0.50824	0.35767	0.01323	0.00069	0.00182	0.01942	0.13764	1.46814	0.02895	0.00000	1.00000	0.00000	0.00000
LG19_2440000_2445000	24.00000	0.00000	0.00127	0.00339	0.00042	0.00000	0.00072	0.00144	0.00074	0.00167	-0.17440	-0.85457	0.00140	0.00032	0.00042	0.00212	0.30252	1.51261	0.13913	0.00000	1.00000	0.00000	0.00000
LG19_2465000_2470000	89.00000	0.00021	0.00416	0.00728	0.00686	8.00000	0.00517	0.00625	0.00483	0.00620	0.45728	0.06174	0.00647	0.00076	0.00208	0.00999	0.32143	1.54286	0.06749	1.00000	0.00000	0.00000	0.00000
LG19_2990000_2995000	103.00000	0.00000	0.00884	0.00344	0.01302	6.00000	0.00945	0.00771	0.00957	0.00721	-0.08471	0.45112	0.00915	0.00058	0.00393	0.01424	0.42921	1.55589	0.03531	0.00000	1.00000	0.00000	0.00000
LG19_4560000_4565000	73.00000	0.00000	0.00347	0.00586	0.00651	11.00000	0.00479	0.00551	0.00437	0.00542	0.60994	0.11227	0.00563	0.00048	0.00043	0.00955	0.07709	1.69593	0.04836	0.00000	1.00000	0.00000	0.00000
LG19_6180000_6185000	111.00000	0.00083	0.00521	0.01356	0.00355	1.00000	0.00377	0.00684	0.00384	0.00749	-0.11370	-0.55907	0.00832	0.00302	0.00438	0.01126	0.52646	1.35376	0.23665	1.00000	0.00000	0.00000	0.00000
LG19_7150000_7155000	64.00000	0.00000	0.00252	0.01029	0.00063	0.00000	0.00148	0.00470	0.00138	0.00478	0.46662	-0.10521	0.00394	0.00085	0.00000	0.00819	0.00000	2.07692	0.13023	0.00000	1.00000	0.00000	0.00000
LG19_7785000_7790000	42.00000	0.00062	0.00145	0.00516	0.00145	1.00000	0.00132	0.00266	0.00127	0.00289	0.26901	-0.51979	0.00337	0.00138	0.00207	0.00640	0.61224	1.89796	0.27503	1.00000	0.00000	0.00000	0.00000
LG19_8130000_8135000	66.00000	0.00000	0.00293	0.00607	0.00481	5.00000	0.00335	0.00485	0.00339	0.00476	-0.08033	0.12001	0.00437	0.00027	0.00126	0.00774	0.28723	1.77128	0.03463	0.00000	1.00000	0.00000	0.00000
LG19_8730000_8735000	70.00000	0.00000	0.00397	0.00753	0.00314	3.00000	0.00349	0.00449	0.00311	0.00467	0.75813	-0.24939	0.00532	0.00133	0.00125	0.00858	0.23581	1.61135	0.15430	0.00000	1.00000	0.00000	0.00000
LG19_8870000_8875000	61.00000	0.00000	0.00290	0.00580	0.00393	4.00000	0.00340	0.00398	0.00299	0.00426	0.85578	-0.43031	0.00499	0.00131	0.00041	0.00890	0.08295	1.78341	0.16205	0.00000	1.00000	0.00000	0.00000
LG19_9120000_9125000	33.00000	0.00000	0.00084	0.00549	0.00063	0.00000	0.00059	0.00252	0.00065	0.00268	-0.50439	-0.38238	0.00198	0.00043	0.00000	0.00444	0.00000	2.23669	0.13023	0.00000	1.00000	0.00000	0.00000
LG19_9175000_9180000	74.00000	0.00000	0.00377	0.00587	0.00587	4.00000	0.00396	0.00485	0.00422	0.00514	-0.40626	-0.36439	0.00485	0.00044	0.00168	0.00839	0.34615	1.73077	0.05198	0.00000	1.00000	0.00000	0.00000
LG19_9185000_9190000	51.00000	0.00000	0.00378	0.00334	0.00423	4.00000	0.00322	0.00326	0.00351	0.00331	-0.52469	-0.09554	0.00337	0.00013	0.00111	0.00623	0.32967	1.84615	0.02197	0.00000	1.00000	0.00000	0.00000
LG19_9195000_9200000	61.00000	0.00000	0.00188	0.00647	0.00438	9.00000	0.00333	0.00472	0.00274	0.00475	1.34743	-0.04891	0.00463	0.00061	0.00083	0.00960	0.18045	2.07519	0.07587	0.00000	1.00000	0.00000	0.00000
LG19_9925000_9930000	63.00000	0.00000	0.00377	0.00670	0.00272	0.00000	0.00309	0.00432	0.00284	0.00413	0.54019	0.28943	0.00462	0.00092	0.00084	0.00754	0.18136	1.63224	0.11934	0.00000	1.00000	0.00000	0.00000
LG19_10195000_10200000	114.00000	0.00083	0.00372	0.01426	0.00475	2.00000	0.00389	0.00792	0.00371	0.00833	0.29995	-0.31395	0.00993	0.00403	0.00661	0.01343	0.66590	1.35260	0.27120	1.00000	0.00000	0.00000	0.00000
LG19_10550000_10555000	25.00000	0.00000	0.00084	0.00378	0.00063	1.00000	0.00062	0.00162	0.00064	0.00193	-0.25127	-0.99627	0.00126	0.00014	0.00000	0.00357	0.00000	2.83333	0.06383	0.00000	1.00000	0.00000	0.00000
LG19_10685000_10690000	39.00000	0.00000	0.00296	0.00508	0.00021	0.00000	0.00155	0.00251	0.00139	0.00232	0.71683	0.52803	0.00313	0.00110	0.00000	0.00719	0.00000	2.30075	0.22732	0.00000	1.00000	0.00000	0.00000
LG19_11605000_11610000	70.00000	0.00000	0.00431	0.00164	0.00842	4.00000	0.00576	0.00446	0.00558	0.00441	0.21625	0.08162	0.00489	-0.00022	0.00103	0.00801	0.20979	1.63636	-0.02393	0.00000	1.00000	0.00000	0.00000
LG19_11810000_11815000	69.00000	0.00021	0.00317	0.00888	0.00233	5.00000	0.00247	0.00433	0.00241	0.00491	0.15499	-0.75846	0.00471	0.00131	0.00106	0.00825	0.22444	1.75062	0.17414	1.00000	0.00000	0.00000	0.00000
LG19_11860000_11865000	74.00000	0.00276	0.00276	0.00955	0.00064	0.00000	0.00127	0.00429	0.00149	0.00446	-0.88901	-0.25032	0.00772	0.00494	0.00530	0.01018	0.68702	1.31908	0.49231	1.00000	0.00000	0.00000	0.00000
LG19_12020000_12025000	112.00000	0.00000	0.00498	0.01224	0.00602	11.00000	0.00491	0.00755	0.00481	0.00799	0.12572	-0.35848	0.00742	0.00119	0.00228	0.01099	0.30745	1.48137	0.09447	0.00000	1.00000	0.00000	0.00000
LG19_12590000_12595000	44.00000	0.00000	0.00294	0.00524	0.00105	2.00000	0.00164	0.00263	0.00174	0.00275	-0.39045	-0.29187	0.00233	0.00020	0.00063	0.00524	0.27000	2.25000	0.04823	0.00000	1.00000	0.00000	0.00000
LG19_12615000_12620000	74.00000	0.00000	0.00147	0.00716	0.00695	13.00000	0.00383	0.00588	0.00369	0.00618	0.24828	-0.30918	0.00585	0.00099	0.00126	0.00927	0.21600	1.58400	0.10024	0.00000	1.00000	0.00000	0.00000
LG19_13830000_13835000	74.00000	0.00000	0.00416	0.00519	0.00603	12.00000	0.00488	0.00506	0.00446	0.00491	0.59896	0.18547	0.00513	0.00016	0.00083	0.01101	0.16216	2.14865	0.01720	0.00000	1.00000	0.00000	0.00000
LG19_14090000_14095000	76.00000	0.00000	0.00356	0.01046	0.00188	1.00000	0.00247	0.00582	0.00238	0.00541	0.22885	0.48744	0.00745	0.00331	0.00188	0.01088	0.25273	1.46022	0.30341	0.00000	1.00000	0.00000	0.00000
LG19_14785000_14790000	53.00000	0.00000	0.00204	0.00593	0.00286	1.00000	0.00189	0.00345	0.00215	0.00385	-0.74469	-0.66683	0.00301	0.00034	0.00082	0.00511	0.27170	1.69811	0.06464	0.00000	1.00000	0.00000	0.00000
LG19_15345000_15350000	109.00000	0.00000	0.00355	0.01233	0.00690	12.00000	0.00521	0.00919	0.00458	0.00842	0.88818	0.59435	0.01008	0.00287	0.00334	0.01588	0.33180	1.57604	0.17877	0.00000	1.00000	0.00000	0.00000
LG19_15355000_15360000	101.00000	0.00000	0.00290	0.01057	0.00746	8.00000	0.00481	0.00825	0.00454	0.00790	0.38102	0.28762	0.00714	0.00061	0.00186	0.01223	0.26129	1.71290	0.04851	0.00000	1.00000	0.00000	0.00000
LG19_17200000_17205000	96.00000	0.00000	0.00629	0.00755	0.00629	7.00000	0.00450	0.00560	0.00551	0.00606	-1.17638	-0.48343	0.00568	0.00063	0.00042	0.01090	0.07377	1.91803	0.06380	0.00000	1.00000	0.00000	0.00000
LG19_19715000_19720000	48.00000	0.00000	0.00196	0.00414	0.00436	7.00000	0.00299	0.00363	0.00277	0.00372	0.51453	-0.15441	0.00346	0.00015	0.00109	0.00610	0.31469	1.76224	0.02412	0.00000	1.00000	0.00000	0.00000
LG19_20365000_20370000	30.00000	0.00000	0.00291	0.00228	0.00104	2.00000	0.00176	0.00111	0.00173	0.00145	0.10901	-1.47739	0.00175	0.00032	0.00000	0.00457	0.00000	2.60526	0.10881	0.00000	1.00000	0.00000	0.00000
LG19_20750000_20755000	55.00000	0.00000	0.00417	0.00459	0.00271	1.00000	0.00288	0.00284	0.00301	0.00320	-0.28676	-0.71721	0.00352	0.00066	0.00083	0.00667	0.23684	1.89474	0.11266	0.00000	1.00000	0.00000	0.00000
LG19_21075000_21080000	45.00000	0.00000	0.00313	0.00438	0.00188	1.00000	0.00193	0.00217	0.00219	0.00274	-0.74469	-1.32044	0.00209	0.00003	0.00042	0.00646	0.20000	3.10000	0.00916	0.00000	1.00000	0.00000	0.00000
LG19_21315000_21320000	204.00000	0.00041	0.01178	0.02790	0.00207	2.00000	0.00675	0.01266	0.00606	0.01312	0.72893	-0.22830	0.01793	0.00823	0.00682	0.02480	0.38028	1.38284	0.31617	1.00000	0.00000	0.00000	0.00000
LG19_21700000_21705000	89.00000	0.00000	0.00230	0.01127	0.00501	8.00000	0.00256	0.00661	0.00320	0.00713	-1.27046	-0.47069	0.00602	0.00143	0.00000	0.01127	0.00000	1.87283	0.14567	0.00000	1.00000	0.00000	0.00000
LG19_22020000_22025000	81.00000	0.00000	0.00167	0.01109	0.00419	3.00000	0.00265	0.00664	0.00257	0.00669	0.20823	-0.04785	0.00545	0.00081	0.00105	0.01088	0.19190	1.99574	0.08653	0.00000	1.00000	0.00000	0.00000
LG19_22370000_22375000	54.00000	0.00000	0.00447	0.00362	0.00341	2.00000	0.00338	0.00273	0.00345	0.00308	-0.13273	-0.72620	0.00414	0.00109	0.00149	0.00596	0.36000	1.44000	0.16283	0.00000	1.00000	0.00000	0.00000
LG19_22465000_22470000	114.00000	0.00000	0.00334	0.01251	0.00792	16.00000	0.00423	0.01033	0.00493	0.00895	-0.91770	0.99576	0.00862	0.00134	0.00063	0.02043	0.07258	2.37097	0.09136	0.00000	1.00000	0.00000	0.00000
LG19_22965000_22970000	83.00000	0.00000	0.00250	0.00998	0.00478	3.00000	0.00318	0.00593	0.00319	0.00647	-0.02564	-0.53053	0.00528	0.00073	0.00146	0.00707	0.27571	1.33917	0.07995	0.00000	1.00000	0.00000	0.00000
LG19_23210000_23215000	87.00000	0.00000	0.00312	0.00520	0.00977	6.00000	0.00613	0.00620	0.00565	0.00656	0.54771	-0.35397	0.00638	0.00021	0.00083	0.01081	0.13043	1.69565	0.01867	0.00000	1.00000	0.00000	0.00000
LG19_23425000_23430000	54.00000	0.00021	0.00585	0.00209	0.00313	3.00000	0.00389	0.00227	0.00393	0.00229	-0.07875	-0.04732	0.00367	0.00059	0.00188	0.00606	0.51266	1.65190	0.09460	1.00000	0.00000	0.00000	0.00000
LG19_24450000_24455000	79.00000	0.00000	0.00378	0.00252	0.01028	18.00000	0.00667	0.00575	0.00616	0.00561	0.53885	0.16472	0.00598	-0.00023	0.00042	0.00986	0.07018	1.64912	-0.02069	0.00000	1.00000	0.00000	0.00000
LG19_24525000_24530000	75.00000	0.00000	0.00444	0.00419	0.00986	5.00000	0.00630	0.00631	0.00626	0.00616	0.03334	0.16371	0.00630	-0.00000	0.00247	0.00912	0.39130	1.44783	-0.00024	0.00000	1.00000	0.00000	0.00000
LG20_2030000_2035000	74.00000	0.00000	0.00458	0.00583	0.00499	5.00000	0.00420	0.00455	0.00419	0.00474	0.01715	-0.25536	0.00481	0.00043	0.00083	0.00812	0.17308	1.68750	0.05113	0.00000	1.00000	0.00000	0.00000
LG20_2135000_2140000	58.00000	0.00000	0.00317	0.00507	0.00401	10.00000	0.00255	0.00375	0.00315	0.00398	-1.20532	-0.37279	0.00397	0.00082	0.00063	0.00782	0.15976	1.97041	0.12431	0.00000	1.00000	0.00000	0.00000
LG20_2180000_2185000	68.00000	0.00021	0.00421	0.00778	0.00210	4.00000	0.00283	0.00342	0.00276	0.00433	0.15813	-1.34237	0.00421	0.00108	0.00210	0.00757	0.50000	1.80000	0.15849	1.00000	0.00000	0.00000	0.00000
LG20_2705000_2710000	83.00000	0.00000	0.00186	0.01034	0.00496	2.00000	0.00323	0.00673	0.00299	0.00670	0.50423	0.02477	0.00509	0.00011	0.00145	0.00890	0.28442	1.74718	0.01219	0.00000	1.00000	0.00000	0.00000
LG20_2975000_2980000	82.00000	0.00000	0.00229	0.00937	0.00541	3.00000	0.00352	0.00612	0.00337	0.00647	0.28650	-0.35104	0.00502	0.00020	0.00125	0.00729	0.24885	1.45161	0.02175	0.00000	1.00000	0.00000	0.00000
LG20_3055000_3060000	94.00000	0.00000	0.00704	0.00600	0.00642	3.00000	0.00573	0.00544	0.00589	0.00544	-0.18089	-0.00262	0.00570	0.00012	0.00145	0.01056	0.25403	1.85081	0.01177	0.00000	1.00000	0.00000	0.00000
LG20_3085000_3090000	49.00000	0.00000	0.00267	0.00431	0.00308	3.00000	0.00278	0.00317	0.00252	0.00324	0.65504	-0.12101	0.00323	0.00025	0.00062	0.00534	0.19081	1.65371	0.04396	0.00000	1.00000	0.00000	0.00000
LG20_3120000_3125000	66.00000	0.00000	0.00172	0.00603	0.00646	3.00000	0.00379	0.00554	0.00358	0.00547	0.36670	0.08391	0.00491	0.00025	0.00194	0.00775	0.39416	1.57664	0.02853	0.00000	1.00000	0.00000	0.00000
LG20_5080000_5085000	96.00000	0.00000	0.00249	0.01142	0.00602	8.00000	0.00316	0.00627	0.00373	0.00764	-0.97978	-1.15555	0.00448	-0.00024	0.00000	0.01371	0.00000	3.06186	-0.02828	0.00000	1.00000	0.00000	0.00000
LG20_7510000_7515000	47.00000	0.00000	0.00332	0.00312	0.00332	1.00000	0.00270	0.00270	0.00291	0.00282	-0.45942	-0.26930	0.00277	0.00007	0.00083	0.00415	0.30000	1.50000	0.01379	0.00000	1.00000	0.00000	0.00000
LG20_7565000_7570000	47.00000	0.00000	0.00331	0.00497	0.00145	0.00000	0.00174	0.00266	0.00209	0.00281	-1.04323	-0.33157	0.00239	0.00019	0.00041	0.00538	0.17308	2.25000	0.04517	0.00000	1.00000	0.00000	0.00000
LG20_7650000_7655000	46.00000	0.00000	0.00186	0.00268	0.00495	4.00000	0.00283	0.00305	0.00298	0.00334	-0.31605	-0.55196	0.00309	0.00015	0.00082	0.00516	0.26667	1.66667	0.02727	0.00000	1.00000	0.00000	0.00000
LG20_8180000_8185000	39.00000	0.00000	0.00126	0.00398	0.00294	3.00000	0.00193	0.00271	0.00184	0.00303	0.31446	-0.66760	0.00278	0.00046	0.00021	0.00545	0.07531	1.95816	0.09827	0.00000	1.00000	0.00000	0.00000
LG20_9950000_9955000	41.00000	0.00000	0.00041	0.00552	0.00245	3.00000	0.00138	0.00305	0.00125	0.00349	0.60284	-0.80148	0.00225	0.00003	0.00000	0.00429	0.00000	1.90909	0.00832	0.00000	1.00000	0.00000	0.00000
LG20_9970000_9975000	89.00000	0.00000	0.00332	0.00788	0.00726	4.00000	0.00422	0.00586	0.00463	0.00663	-0.57461	-0.74641	0.00501	-0.00003	0.00104	0.01140	0.20690	2.27586	-0.00300	0.00000	1.00000	0.00000	0.00000
LG20_10250000_10255000	83.00000	0.00000	0.00208	0.01287	0.00228	2.00000	0.00167	0.00624	0.00191	0.00663	-0.76939	-0.38370	0.00420	0.00024	0.00000	0.01183	0.00000	2.81868	0.03200	0.00000	1.00000	0.00000	0.00000
LG20_11075000_11080000	87.00000	0.00000	0.00548	0.00954	0.00264	1.00000	0.00318	0.00451	0.00356	0.00533	-0.67430	-0.99706	0.00398	0.00014	0.00122	0.00812	0.30595	2.03966	0.01915	0.00000	1.00000	0.00000	0.00000
LG20_12505000_12510000	34.00000	0.00000	0.00250	0.00396	0.00063	1.00000	0.00104	0.00175	0.00137	0.00201	-1.47247	-0.80382	0.00143	0.00003	0.00000	0.00417	0.00000	2.92683	0.01074	0.00000	1.00000	0.00000	0.00000
LG20_12610000_12615000	33.00000	0.00000	0.00311	0.00248	0.00124	1.00000	0.00188	0.00173	0.00190	0.00163	-0.08876	0.35511	0.00258	0.00078	0.00021	0.00455	0.08036	1.76786	0.19013	0.00000	1.00000	0.00000	0.00000
LG20_13275000_13280000	47.00000	0.00000	0.00104	0.00625	0.00250	4.00000	0.00176	0.00355	0.00155	0.00383	0.85096	-0.46089	0.00304	0.00038	0.00000	0.00521	0.00000	1.71103	0.07305	0.00000	1.00000	0.00000	0.00000
LG20_13740000_13745000	114.00000	0.00000	0.00314	0.01570	0.00502	2.00000	0.00290	0.00837	0.00357	0.00907	-1.19968	-0.50048	0.00923	0.00360	0.00042	0.01465	0.04534	1.58690	0.25810	0.00000	1.00000	0.00000	0.00000
LG20_17250000_17255000	39.00000	0.00000	0.00386	0.00407	0.00043	0.00000	0.00199	0.00196	0.00188	0.00197	0.36201	-0.04339	0.00324	0.00127	0.00172	0.00579	0.52941	1.78676	0.25951	0.00000	1.00000	0.00000	0.00000
LG20_17645000_17650000	28.00000	0.00000	0.00146	0.00251	0.00188	1.00000	0.00159	0.00171	0.00146	0.00192	0.52310	-0.67864	0.00159	-0.00006	0.00000	0.00355	0.00000	2.23358	-0.02035	0.00000	1.00000	0.00000	0.00000
LG20_18020000_18025000	72.00000	0.00000	0.00257	0.00751	0.00536	9.00000	0.00277	0.00599	0.00348	0.00564	-1.28560	0.40494	0.00541	0.00103	0.00021	0.01159	0.03965	2.14097	0.11335	0.00000	1.00000	0.00000	0.00000
LG20_18065000_18070000	113.00000	0.00000	0.00252	0.01847	0.00273	1.00000	0.00217	0.00887	0.00230	0.00928	-0.35417	-0.28742	0.00695	0.00143	0.00231	0.01175	0.33221	1.69128	0.12378	0.00000	1.00000	0.00000	0.00000
LG20_18320000_18325000	115.00000	0.00000	0.00189	0.01095	0.01137	11.00000	0.00540	0.00999	0.00581	0.00977	-0.44852	0.14533	0.00898	0.00128	0.00168	0.01979	0.18750	2.20312	0.08340	0.00000	1.00000	0.00000	0.00000
LG20_18660000_18665000	75.00000	0.00000	0.00540	0.00643	0.00374	4.00000	0.00418	0.00457	0.00400	0.00445	0.28636	0.16121	0.00595	0.00158	0.00270	0.00892	0.45349	1.50000	0.16442	0.00000	1.00000	0.00000	0.00000
LG20_19130000_19135000	64.00000	0.00000	0.00250	0.00499	0.00582	4.00000	0.00347	0.00467	0.00364	0.00474	-0.31013	-0.08645	0.00520	0.00113	0.00083	0.00936	0.16000	1.80000	0.13154	0.00000	1.00000	0.00000	0.00000
LG20_19475000_19480000	10.00000	0.00000	0.00061	0.00102	0.00041	1.00000	0.00039	0.00048	0.00045	0.00062	-0.65543	-1.39031	0.00054	0.00011	0.00000	0.00122	0.00000	2.25000	0.12000	0.00000	1.00000	0.00000	0.00000
